id,phrase,level,main_category,sub_category,cluster
4043,cool off,B1,Daily_Life,General_Interactions,0
4044,copy in sb,B2,Daily_Life,General_Interactions,0
4045,count in sb,C1,Daily_Life,General_Interactions,0
4046,count on sb/sth,C2,Daily_Life,General_Interactions,0
4047,count out sb,C1,Daily_Life,General_Interactions,0
4048,cover up sth,C1,Daily_Life,General_Interactions,0
4049,crack down on sb/sth,C2,Daily_Life,General_Interactions,0
4050,crack up,B1,Daily_Life,General_Interactions,0
4051,cram in sb/sth,C2,Daily_Life,General_Interactions,0
4052,cram into sth,C2,Daily_Life,General_Interactions,0
4053,crop up,B1,Daily_Life,General_Interactions,0
4054,cross out sth,C2,Daily_Life,General_Interactions,0
4055,cry off,B1,Daily_Life,General_Interactions,0
4056,cut across sth,C2,Daily_Life,General_Interactions,0
4057,cut back,B1,Daily_Life,General_Interactions,0
4058,cut back on sth,C2,Daily_Life,General_Interactions,0
4059,cut down,B1,Daily_Life,General_Interactions,0
4060,cut down on sth,C2,Daily_Life,General_Interactions,0
4061,cut in,A2,Daily_Life,General_Interactions,0
4062,cut off sb/sth,C2,Daily_Life,General_Interactions,0
4063,cut out sth,C1,Daily_Life,General_Interactions,0
4064,cut up sth,B2,Daily_Life,General_Interactions,0
4065,dawn on sb,B2,Daily_Life,General_Interactions,0
4066,deal in sth,C1,Daily_Life,General_Interactions,0
4067,deal with sb/sth,C2,Daily_Life,General_Interactions,0
4068,decide on sth,C2,Daily_Life,General_Interactions,0
4069,depend on sb/sth,C2,Daily_Life,General_Interactions,0
4070,dial out,B1,Daily_Life,General_Interactions,0
4071,dip into sth,C1,Daily_Life,General_Interactions,0
4072,disagree with sb/sth,C2,Communication_Media_Arts,Opinion_Discussion,0
4073,divide up sth,C2,Daily_Life,General_Interactions,0
4074,do away with sth,C2,Daily_Life,General_Interactions,0
4075,do out of sb/sth,C2,Daily_Life,General_Interactions,0
4076,do over sth,C1,Daily_Life,General_Interactions,0
4077,do up sth,B2,Daily_Life,General_Interactions,0
4078,do with sth,C1,Daily_Life,General_Interactions,0
4079,do without sth/sb,C2,Daily_Life,General_Interactions,0
4080,double back,C1,Daily_Life,General_Interactions,0
4081,double up,B2,Daily_Life,General_Interactions,0
4082,doze off,B1,Daily_Life,General_Interactions,0
4083,drag on,B1,Daily_Life,General_Interactions,0
4084,drag out sth,C1,Daily_Life,General_Interactions,0
4085,draw back,B2,Communication_Media_Arts,Speaking_Expressions,0
4086,draw in sb,B2,Communication_Media_Arts,Speaking_Expressions,0
4087,draw on sth,C1,Communication_Media_Arts,Speaking_Expressions,0
4088,draw out sth,C1,Communication_Media_Arts,Speaking_Expressions,0
4089,draw up,B1,Communication_Media_Arts,Speaking_Expressions,0
4090,dress down,B2,Daily_Life,General_Interactions,0
4091,dress up,B1,Daily_Life,General_Interactions,0
4092,drift apart,C1,Communication_Media_Arts,Arts_Creativity,0
4093,drink up,B1,Daily_Life,General_Interactions,0
4094,drive at sth,C1,Psychology_Emotions,Motivation,0
4095,drive away,B2,Psychology_Emotions,Motivation,0
4096,drive off,B2,Psychology_Emotions,Motivation,0
4097,drop around,C1,Daily_Life,General_Interactions,0
4098,drop back,B2,Daily_Life,General_Interactions,0
4099,drop by,B1,Daily_Life,General_Interactions,0
4100,drop in,B1,Daily_Life,General_Interactions,0
4101,drop off sb/sth,C2,Daily_Life,General_Interactions,0
4102,drop out,B1,Daily_Life,General_Interactions,0
4103,drop round,B2,Daily_Life,General_Interactions,0
4104,dry out,B1,Daily_Life,General_Interactions,0
4105,dry up,A2,Daily_Life,General_Interactions,0
4106,dwell on sth,C1,Daily_Life,General_Interactions,0
4107,ease off,B1,Daily_Life,General_Interactions,0
4108,eat in,A2,Health_Medicine,Healthcare_Hospital,0
4109,eat out,B1,Health_Medicine,Healthcare_Hospital,0
4110,eat up sth,B2,Health_Medicine,Healthcare_Hospital,0
4111,edge out sb/sth,C2,Daily_Life,General_Interactions,0
4112,end in sth,B2,Daily_Life,General_Interactions,0
4113,end up,A2,Daily_Life,General_Interactions,0
4114,enter into sth,C2,Daily_Life,General_Interactions,0
4115,face up to sth,C2,Daily_Life,General_Interactions,0
4116,fade away,B2,Daily_Life,General_Interactions,0
4117,fall about,B2,Daily_Life,General_Interactions,0
4118,fall apart,B2,Communication_Media_Arts,Arts_Creativity,0
4119,fall back,B2,Daily_Life,General_Interactions,0
4120,fall behind,C1,Daily_Life,General_Interactions,0
4121,fall down,B2,Daily_Life,General_Interactions,0
4122,fall for sb/sth,C2,Daily_Life,General_Interactions,0
4123,fall in,B1,Daily_Life,General_Interactions,0
4124,fall into sth,C2,Daily_Life,General_Interactions,0
4125,fall off,B1,Daily_Life,General_Interactions,0
4126,fall out,B1,Daily_Life,General_Interactions,0
4127,fall over,B2,Daily_Life,General_Interactions,0
4128,fall through,C1,Daily_Life,General_Interactions,0
4129,feel for sb,C1,Psychology_Emotions,Feelings_Emotions,0
4130,feel up to sth,C2,Psychology_Emotions,Feelings_Emotions,0
4131,fight back,B2,Daily_Life,General_Interactions,0
4132,fight off sb/sth,C2,Daily_Life,General_Interactions,0
4133,figure on sth,C2,Daily_Life,General_Interactions,0
4134,figure out sb/sth,C2,Daily_Life,General_Interactions,0
4135,fill in sth,C1,Health_Medicine,Healthcare_Hospital,0
4136,fill out sth,C1,Health_Medicine,Healthcare_Hospital,0
4137,fill up,B1,Health_Medicine,Healthcare_Hospital,0
4138,filter out sth,C2,Daily_Life,General_Interactions,0
4139,find out,B1,Daily_Life,General_Interactions,0
4140,finish off sth,C2,Daily_Life,General_Interactions,0
4141,finish up,B2,Daily_Life,General_Interactions,0
4142,finish with sb/sth,C2,Daily_Life,General_Interactions,0
4143,fire away,B2,Daily_Life,General_Interactions,0
4144,fire up sb,B2,Daily_Life,General_Interactions,0
4145,fit in,A2,Health_Medicine,Healthcare_Hospital,0
4146,fit in with sb/sth,C2,Health_Medicine,Healthcare_Hospital,0
4147,fit out sb/sth,C2,Health_Medicine,Healthcare_Hospital,0
4148,fix up sth,B2,Daily_Life,General_Interactions,0
4149,fizzle out,B2,Daily_Life,General_Interactions,0
4150,flare up,B1,Daily_Life,General_Interactions,0
4151,flash back,B2,Daily_Life,General_Interactions,0
4152,flick through sth,C2,Daily_Life,General_Interactions,0
4153,flip over sth,C2,Daily_Life,General_Interactions,0
4154,flip through sth,C2,Daily_Life,General_Interactions,0
4155,float around,C1,Daily_Life,General_Interactions,0
4156,flood out,B2,Science_Nature,Natural_Phenomena,0
4157,flutter around,C2,Daily_Life,General_Interactions,0
4158,follow on,B2,Daily_Life,General_Interactions,0
4159,follow through sth,C2,Daily_Life,General_Interactions,0
4160,follow up sth,C2,Daily_Life,General_Interactions,0
4161,fool about,B2,Daily_Life,General_Interactions,0
4162,fool around,C1,Daily_Life,General_Interactions,0
4163,force back,B2,Science_Nature,Physics_Chemistry,0
4164,fork out,B1,Daily_Life,General_Interactions,0
4165,free up sth,C1,Daily_Life,General_Interactions,0
4166,freshen up,B2,Daily_Life,General_Interactions,0
4167,frighten away sb/sth,C2,Society_Law_Politics,Law_Crime,0
4168,frighten off sb/sth,C2,Society_Law_Politics,Law_Crime,0
4169,front up,B1,Daily_Life,General_Interactions,0
4170,frown on sth,C1,Daily_Life,General_Interactions,0
4171,gain on sb/sth,C2,Technology_Digital,Artificial_Intelligence,0
4172,gather up sth,C2,Daily_Life,General_Interactions,0
4173,get about,B2,Daily_Life,General_Interactions,0
4174,get across sth,C2,Daily_Life,General_Interactions,0
4175,get ahead,B2,Daily_Life,General_Interactions,0
4176,get along,B2,Daily_Life,General_Interactions,0
4177,get around,B2,Daily_Life,General_Interactions,0
4178,get around to sth,C2,Daily_Life,General_Interactions,0
4179,get at sb/sth,C2,Daily_Life,General_Interactions,0
4180,get away,B1,Daily_Life,General_Interactions,0
4181,get away with sth,C2,Daily_Life,General_Interactions,0
4182,get back,B1,Daily_Life,General_Interactions,0
4183,get back at sb,C2,Daily_Life,General_Interactions,0
4184,get back to sb,C2,Daily_Life,General_Interactions,0
4185,get behind,B2,Daily_Life,General_Interactions,0
4186,get by,A2,Daily_Life,General_Interactions,0
4187,get down,B1,Daily_Life,General_Interactions,0
4188,get down to sth,C2,Daily_Life,General_Interactions,0
4189,get in,A2,Daily_Life,General_Interactions,0
4190,get into sth,C1,Daily_Life,General_Interactions,0
4191,get off,B1,Daily_Life,General_Interactions,0
4192,get on,A2,Daily_Life,General_Interactions,0
4193,get on for sth,C2,Daily_Life,General_Interactions,0
4194,get on to sth,C2,Daily_Life,General_Interactions,0
4195,get out,B1,Daily_Life,General_Interactions,0
4196,get out of sth,C2,Daily_Life,General_Interactions,0
4197,get over sth,C1,Daily_Life,General_Interactions,0
4198,get round sth,C2,Daily_Life,General_Interactions,0
4199,get round to sth,C2,Daily_Life,General_Interactions,0
4200,get through,C1,Daily_Life,General_Interactions,0
4201,get together,C1,Daily_Life,General_Interactions,0
4202,get up,A2,Daily_Life,General_Interactions,0
4203,give away sth,C2,Daily_Life,General_Interactions,0
4204,give back sth,C2,Daily_Life,General_Interactions,0
4205,give in,B1,Daily_Life,General_Interactions,0
4206,give off sth,C1,Daily_Life,General_Interactions,0
4207,give out sth,C1,Daily_Life,General_Interactions,0
4208,give over,B2,Daily_Life,General_Interactions,0
4209,give up sth,C1,Daily_Life,General_Interactions,0
4210,go about sth,C1,Daily_Life,General_Interactions,0
4211,go after sb/sth,C2,Daily_Life,General_Interactions,0
4212,go against sb/sth,C2,Technology_Digital,Artificial_Intelligence,0
4213,go ahead,B1,Daily_Life,General_Interactions,0
4214,go along,B1,Daily_Life,General_Interactions,0
4215,go along with sb/sth,C2,Daily_Life,General_Interactions,0
4216,go around,B2,Daily_Life,General_Interactions,0
4217,go at sb/sth,C1,Daily_Life,General_Interactions,0
4218,go away,B1,Daily_Life,General_Interactions,0
4219,go back,B1,Daily_Life,General_Interactions,0
4220,go back on sth,C2,Daily_Life,General_Interactions,0
4221,go by,A2,Daily_Life,General_Interactions,0
4222,go down,B1,Daily_Life,General_Interactions,0
4223,go for sb/sth,C2,Daily_Life,General_Interactions,0
4224,go in,A2,Daily_Life,General_Interactions,0
4225,go in for sth,C2,Daily_Life,General_Interactions,0
4226,go into sth,C1,Daily_Life,General_Interactions,0
4227,go off,A2,Daily_Life,General_Interactions,0
4228,go on,A2,Daily_Life,General_Interactions,0
4229,go out,A2,Daily_Life,General_Interactions,0
4230,go over sth,C1,Daily_Life,General_Interactions,0
4231,go round,B1,Daily_Life,General_Interactions,0
4232,go through sth,C2,Daily_Life,General_Interactions,0
4233,go through with sth,C2,Daily_Life,General_Interactions,0
4234,go together,C1,Daily_Life,General_Interactions,0
4235,go under,B1,Daily_Life,General_Interactions,0
4236,go up,A2,Daily_Life,General_Interactions,0
4237,go with sb/sth,C2,Daily_Life,General_Interactions,0
4238,go without sth,C2,Daily_Life,General_Interactions,0
4239,grow apart,B2,Communication_Media_Arts,Arts_Creativity,0
4240,grow into sth,C2,Daily_Life,General_Interactions,0
4241,grow on sb,B2,Daily_Life,General_Interactions,0
4242,grow out of sth,C2,Daily_Life,General_Interactions,0
4243,grow up,B1,Daily_Life,General_Interactions,0
4244,hammer out sth,C2,Daily_Life,General_Interactions,0
4245,hand back sth,C2,Daily_Life,General_Interactions,0
4246,hand down sth,C2,Daily_Life,General_Interactions,0
4247,hand in sth,C1,Daily_Life,General_Interactions,0
4248,hand on sth,C1,Daily_Life,General_Interactions,0
4249,hand out sth,C1,Daily_Life,General_Interactions,0
4250,hand over sb/sth,C2,Daily_Life,General_Interactions,0
4251,hand round sth,C2,Daily_Life,General_Interactions,0
4252,hang about,B2,Daily_Life,General_Interactions,0
4253,hang around,C1,Daily_Life,General_Interactions,0
4254,hang back,B2,Daily_Life,General_Interactions,0
4255,hang on,B1,Daily_Life,General_Interactions,0
4256,hang on to sb/sth,C2,Daily_Life,General_Interactions,0
4257,hang out,B1,Daily_Life,General_Interactions,0
4258,hang round,B2,Daily_Life,General_Interactions,0
4259,hang up,B1,Daily_Life,General_Interactions,0
4260,have against sb/sth,C2,Technology_Digital,Artificial_Intelligence,0
4261,have on sth,C1,Daily_Life,General_Interactions,0
4262,have over sb,C1,Daily_Life,General_Interactions,0
4263,head back,B2,Daily_Life,General_Interactions,0
4264,head for,B1,Daily_Life,General_Interactions,0
4265,head off,B1,Daily_Life,General_Interactions,0
4266,heat up sth,C1,Health_Medicine,Healthcare_Hospital,0
4267,help off with sth,C2,Daily_Life,General_Interactions,0
4268,help on with sth,C2,Daily_Life,General_Interactions,0
4269,help out sb,C1,Daily_Life,General_Interactions,0
4270,hide away,B2,Daily_Life,General_Interactions,0
4271,hide out,B1,Daily_Life,General_Interactions,0
4272,hire out sth,C1,Daily_Life,General_Interactions,0
4273,hit back,B1,Daily_Life,General_Interactions,0
4274,hit it off,B2,Daily_Life,General_Interactions,0
4275,hit on sb/sth,C2,Daily_Life,General_Interactions,0
4276,hit out,B1,Daily_Life,General_Interactions,0
4277,hit upon sth,C1,Daily_Life,General_Interactions,0
4278,hold against sb/sth,C2,Technology_Digital,Artificial_Intelligence,0
4279,hold back sb/sth,C2,Daily_Life,General_Interactions,0
4280,hold down sb/sth,C2,Daily_Life,General_Interactions,0
4281,hold forth,B2,Daily_Life,General_Interactions,0
4282,hold off sb/sth,C2,Daily_Life,General_Interactions,0
4283,hold on,B1,Daily_Life,General_Interactions,0
4284,hold out sth,C1,Daily_Life,General_Interactions,0
4285,hold over,B2,Daily_Life,General_Interactions,0
4286,hold up sb/sth,C2,Daily_Life,General_Interactions,0
4287,hurry up,B1,Daily_Life,General_Interactions,0
4288,hush up sth,C1,Daily_Life,General_Interactions,0
4289,improve on sth,C2,Daily_Life,General_Interactions,0
4290,indulge in sth,C2,Daily_Life,General_Interactions,0
4291,insist on sth,C2,Daily_Life,General_Interactions,0
4292,interfere with sth/sb,C2,Daily_Life,General_Interactions,0
4293,iron out sth,C1,Daily_Life,General_Interactions,0
4294,join in,B1,Daily_Life,General_Interactions,0
4295,join up,B1,Daily_Life,General_Interactions,0
4296,jot down sth,C1,Daily_Life,General_Interactions,0
4297,jumble up sth,C2,Daily_Life,General_Interactions,0
4298,jump at sth,C1,Daily_Life,General_Interactions,0
4299,jump on sb/sth,C2,Daily_Life,General_Interactions,0
4300,jump out,B1,Daily_Life,General_Interactions,0
4301,keep at sb/sth,C2,Daily_Life,General_Interactions,0
4302,keep away,B2,Daily_Life,General_Interactions,0
4303,keep back sth,C2,Daily_Life,General_Interactions,0
4304,keep down sb/sth,C2,Daily_Life,General_Interactions,0
4305,keep from sb/sth,C2,Daily_Life,General_Interactions,0
4306,keep in sb/sth,C2,Daily_Life,General_Interactions,0
4307,keep off sb/sth,C2,Daily_Life,General_Interactions,0
4308,keep on doing sth,C2,Daily_Life,General_Interactions,0
4309,keep out sb/sth,C2,Daily_Life,General_Interactions,0
4310,keep to sth,C1,Daily_Life,General_Interactions,0
4311,keep up sb/sth,C2,Daily_Life,General_Interactions,0
4312,key in sth,B2,Daily_Life,General_Interactions,0
4313,kick about,B2,Daily_Life,General_Interactions,0
4314,kick around,C1,Daily_Life,General_Interactions,0
4315,kick off,B1,Daily_Life,General_Interactions,0
4316,kick out sb,C1,Daily_Life,General_Interactions,0
4317,knock about,C1,Daily_Life,General_Interactions,0
4318,knock around,C1,Daily_Life,General_Interactions,0
4319,knock back sth,C2,Daily_Life,General_Interactions,0
4320,knock down sb/sth,C2,Daily_Life,General_Interactions,0
4321,knock off,B2,Daily_Life,General_Interactions,0
4322,knock out sb/sth,C2,Daily_Life,General_Interactions,0
4323,knock over sb/sth,C2,Daily_Life,General_Interactions,0
4324,knock up sb,C1,Daily_Life,General_Interactions,0
4325,lapse into sth,C2,Daily_Life,General_Interactions,0
4326,lash out,B1,Daily_Life,General_Interactions,0
4327,latch on,B1,Daily_Life,General_Interactions,0
4328,latch on to sb/sth,C2,Daily_Life,General_Interactions,0
4329,laugh at sb/sth,C2,Daily_Life,General_Interactions,0
4330,laugh off sth,C2,Daily_Life,General_Interactions,0
4331,launch into sth,C2,Daily_Life,General_Interactions,0
4332,lay down sth,C1,Daily_Life,General_Interactions,0
4333,lay into sb,C1,Daily_Life,General_Interactions,0
4334,lay off sb,B2,Daily_Life,General_Interactions,0
4335,lay on sth,B2,Daily_Life,General_Interactions,0
4336,lay out sth,C1,Daily_Life,General_Interactions,0
4337,lay up sb/sth,C2,Daily_Life,General_Interactions,0
4338,laze about,B2,Daily_Life,General_Interactions,0
4339,laze around,C1,Daily_Life,General_Interactions,0
4340,lead on sb,B2,Daily_Life,General_Interactions,0
4341,lead to sth,C1,Daily_Life,General_Interactions,0
4342,leak out,B1,Daily_Life,General_Interactions,0
4343,lean on sb/sth,C2,Daily_Life,General_Interactions,0
4344,leap at sth,C1,Daily_Life,General_Interactions,0
4345,leave about sth,C2,Daily_Life,General_Interactions,0
4346,leave aside sth,C2,Daily_Life,General_Interactions,0
4347,leave behind sb/sth,C2,Daily_Life,General_Interactions,0
4348,leave in sth,C1,Daily_Life,General_Interactions,0
4349,leave off,B2,Daily_Life,General_Interactions,0
4350,leave on sth,C1,Daily_Life,General_Interactions,0
4351,leave out of sth,C2,Daily_Life,General_Interactions,0
4352,leave out sb/sth,C2,Daily_Life,General_Interactions,0
4353,leave over,B2,Daily_Life,General_Interactions,0
4354,leave to sb/sth,C2,Daily_Life,General_Interactions,0
4355,let down sb,C1,Daily_Life,General_Interactions,0
4356,let in for sth,C2,Daily_Life,General_Interactions,0
4357,let in on sth,C2,Daily_Life,General_Interactions,0
4358,let in sb,B2,Daily_Life,General_Interactions,0
4359,let off sb,B2,Daily_Life,General_Interactions,0
4360,let on,A2,Daily_Life,General_Interactions,0
4361,let out sb/sth,C2,Daily_Life,General_Interactions,0
4362,let up,A2,Daily_Life,General_Interactions,0
4363,level off,B2,Daily_Life,General_Interactions,0
4364,lie about,B2,Daily_Life,General_Interactions,0
4365,lie ahead,B2,Daily_Life,General_Interactions,0
4366,lie behind sth,C2,Daily_Life,General_Interactions,0
4367,lie down,B1,Daily_Life,General_Interactions,0
4368,lie in,A2,Daily_Life,General_Interactions,0
4369,lie with sb/sth,C2,Daily_Life,General_Interactions,0
4370,lift off,B1,Daily_Life,General_Interactions,0
4371,light up sth,C1,Daily_Life,General_Interactions,0
4372,lighten up,B2,Daily_Life,General_Interactions,0
4373,line up,B1,Daily_Life,General_Interactions,0
4374,listen in,B2,Daily_Life,General_Interactions,0
4375,listen to sb/sth,C2,Daily_Life,General_Interactions,0
4376,listen up,B2,Daily_Life,General_Interactions,0
4377,live down sth,C2,Daily_Life,General_Interactions,0
4378,live for sb/sth,C2,Daily_Life,General_Interactions,0
4379,live in,B1,Daily_Life,General_Interactions,0
4380,live off sb/sth,C2,Daily_Life,General_Interactions,0
4381,live on sth,C1,Daily_Life,General_Interactions,0
4382,live out sth,C1,Daily_Life,General_Interactions,0
4383,live through sth,C2,Daily_Life,General_Interactions,0
4384,live together,C2,Daily_Life,General_Interactions,0
4385,live up to sth,C2,Daily_Life,General_Interactions,0
4386,live with sb/sth,C2,Daily_Life,General_Interactions,0
4387,load down sb,C1,Daily_Life,General_Interactions,0
4388,load up sth,C1,Daily_Life,General_Interactions,0
4389,lock away sb/sth,C2,Daily_Life,General_Interactions,0
4390,lock in sb,B2,Daily_Life,General_Interactions,0
4391,lock out sb,C1,Daily_Life,General_Interactions,0
4392,lock up,B1,Daily_Life,General_Interactions,0
4393,log in,A2,Daily_Life,General_Interactions,0
4394,log off,B1,Daily_Life,General_Interactions,0
4395,log on,A2,Daily_Life,General_Interactions,0
4396,log out,B1,Daily_Life,General_Interactions,0
4397,look after sb/sth,C2,Daily_Life,General_Interactions,0
4398,look ahead,B2,Daily_Life,General_Interactions,0
4399,look around,C1,Daily_Life,General_Interactions,0
4400,look at sb/sth,C2,Daily_Life,General_Interactions,0
4401,look back,B2,Daily_Life,General_Interactions,0
4402,look down,B2,Daily_Life,General_Interactions,0
4403,look down on sb/sth,C2,Daily_Life,General_Interactions,0
4404,look for sb/sth,C2,Daily_Life,General_Interactions,0
4405,look forward to sth,C2,Society_Law_Politics,Law_Crime,0
4406,look in,B1,Daily_Life,General_Interactions,0
4407,look into sth,C2,Daily_Life,General_Interactions,0
4408,look on,B1,Daily_Life,General_Interactions,0
4409,look out,B1,Daily_Life,General_Interactions,0
4410,look out for sb/sth,C2,Daily_Life,General_Interactions,0
4411,look over sb/sth,C2,Daily_Life,General_Interactions,0
4412,look round,B2,Daily_Life,General_Interactions,0
4413,look through sth,C2,Daily_Life,General_Interactions,0
4414,look to sb/sth,C2,Daily_Life,General_Interactions,0
4415,look up,B1,Daily_Life,General_Interactions,0
4416,look up sb,B2,Daily_Life,General_Interactions,0
4417,look up sth,C1,Daily_Life,General_Interactions,0
4418,look up to sb,C2,Daily_Life,General_Interactions,0
4419,lose out,B1,Daily_Life,General_Interactions,0
4420,lose out on sth,C2,Daily_Life,General_Interactions,0
4421,luck out,B1,Daily_Life,General_Interactions,0
4422,make after sb,C2,Daily_Life,General_Interactions,0
4423,make away with sth,C2,Daily_Life,General_Interactions,0
4424,make do with sth,C2,Daily_Life,General_Interactions,0
4425,make for sth,C1,Daily_Life,General_Interactions,0
4426,make into sth,C2,Daily_Life,General_Interactions,0
4427,make it up to sb,C2,Daily_Life,General_Interactions,0
4428,make of sth,C1,Daily_Life,General_Interactions,0
4429,make off,B1,Daily_Life,General_Interactions,0
4430,make out sb/sth,C2,Daily_Life,General_Interactions,0
4431,make over sth,C2,Daily_Life,General_Interactions,0
4432,make up for sth,C2,Daily_Life,General_Interactions,0
4433,make up sth,C1,Daily_Life,General_Interactions,0
4434,mark down sth,C2,Daily_Life,General_Interactions,0
4435,mark up sth,C1,Daily_Life,General_Interactions,0
4436,match up,B1,Daily_Life,General_Interactions,0
4437,match up to sb/sth,C2,Daily_Life,General_Interactions,0
4438,measure out sth,C2,Daily_Life,General_Interactions,0
4439,measure up,B2,Daily_Life,General_Interactions,0
4440,measure up to sb/sth,C2,Daily_Life,General_Interactions,0
4441,meet up,B1,Daily_Life,General_Interactions,0
4442,meet with sb,C1,Daily_Life,General_Interactions,0
4443,melt down,B2,Daily_Life,General_Interactions,0
4444,mess about,B2,Daily_Life,General_Interactions,0
4445,mess around,C1,Daily_Life,General_Interactions,0
4446,mess up sth,C1,Daily_Life,General_Interactions,0
4447,mess with sb/sth,C2,Daily_Life,General_Interactions,0
4448,mill about,B2,Health_Medicine,Healthcare_Hospital,0
4449,mind out,B1,Health_Medicine,Mental_Health,0
4450,miss out sb/sth,C2,Daily_Life,General_Interactions,0
4451,mix up sb/sth,C2,Daily_Life,General_Interactions,0
4452,mouth off,B2,Daily_Life,General_Interactions,0
4453,move about,B2,Daily_Life,General_Interactions,0
4454,move along,B2,Daily_Life,General_Interactions,0
4455,move around,C1,Daily_Life,General_Interactions,0
4456,move away,B2,Daily_Life,General_Interactions,0
4457,move back,B2,Daily_Life,General_Interactions,0
4458,move down,B2,Daily_Life,General_Interactions,0
4459,move in,B1,Daily_Life,General_Interactions,0
4460,move on,B1,Daily_Life,General_Interactions,0
4461,move out,B1,Daily_Life,General_Interactions,0
4462,move over,B2,Daily_Life,General_Interactions,0
4463,move round,B2,Daily_Life,General_Interactions,0
4464,move up,B1,Daily_Life,General_Interactions,0
4465,muck about,B2,Daily_Life,General_Interactions,0
4466,muddle along,C1,Daily_Life,General_Interactions,0
4467,muddle through,C2,Daily_Life,General_Interactions,0
4468,muddle up sb/sth,C2,Daily_Life,General_Interactions,0
4469,mug up,A2,Daily_Life,General_Interactions,0
4470,name after sb/sth,C2,Daily_Life,General_Interactions,0
4471,narrow down sth,C2,Daily_Life,General_Interactions,0
4472,nod off,B1,Daily_Life,General_Interactions,0
4473,note down sth,C2,Daily_Life,General_Interactions,0
4474,object to sb/sth,C2,Daily_Life,General_Interactions,0
4475,occur to sb,C1,Daily_Life,General_Interactions,0
4476,open into sth,C2,Daily_Life,General_Interactions,0
4477,open on to sth,C2,Daily_Life,General_Interactions,0
4478,open out,B1,Daily_Life,General_Interactions,0
4479,open up,B1,Daily_Life,General_Interactions,0
4480,opt for sth,C1,Daily_Life,General_Interactions,0
4481,opt out,B1,Daily_Life,General_Interactions,0
4482,opt out of sth,C2,Daily_Life,General_Interactions,0
4483,order about sb,C2,Daily_Life,General_Interactions,0
4484,own up,A2,Daily_Life,General_Interactions,0
4485,pack away sth,C2,Daily_Life,General_Interactions,0
4486,pack in,B1,Daily_Life,General_Interactions,0
4487,pack off sb,C1,Daily_Life,General_Interactions,0
4488,pack out,B1,Daily_Life,General_Interactions,0
4489,pack up,B1,Daily_Life,General_Interactions,0
4490,pair off,B1,Technology_Digital,Artificial_Intelligence,0
4491,pair up,B1,Technology_Digital,Artificial_Intelligence,0
4492,pan out,B1,Daily_Life,General_Interactions,0
4493,part with sth,C2,Communication_Media_Arts,Arts_Creativity,0
4494,pass away,B2,Education,Exams_Assessments,0
4495,pass back sth,C2,Education,Exams_Assessments,0
4496,pass by sb/sth,C2,Education,Exams_Assessments,0
4497,pass down sth,C2,Education,Exams_Assessments,0
4498,pass for sb/sth,C2,Education,Exams_Assessments,0
4499,pass off,B1,Education,Exams_Assessments,0
4500,pass on sth,C1,Education,Exams_Assessments,0
4501,pass out,B1,Education,Exams_Assessments,0
4502,pass over sb/sth,C2,Education,Exams_Assessments,0
4503,pass round sth,C2,Education,Exams_Assessments,0
4504,pass through sth,C2,Education,Exams_Assessments,0
4505,pass up sth,C1,Education,Exams_Assessments,0
4506,patch up sth,C1,Daily_Life,General_Interactions,0
4507,pencil in sb/sth,C2,Daily_Life,General_Interactions,0
4508,perk up,B1,Daily_Life,General_Interactions,0
4509,phase in sth,C1,Daily_Life,General_Interactions,0
4510,phase out sth,C2,Daily_Life,General_Interactions,0
4511,phone back sb,C2,Technology_Digital,Devices_Hardware,0
4512,phone in,B1,Technology_Digital,Devices_Hardware,0
4513,phone up sb,C1,Technology_Digital,Devices_Hardware,0
4514,pick at sth,C1,Daily_Life,General_Interactions,0
4515,pick on sb,B2,Daily_Life,General_Interactions,0
4516,pick out sb/sth,C2,Daily_Life,General_Interactions,0
4517,pick up sb/sth,C2,Daily_Life,General_Interactions,0
4518,pile up,B1,Daily_Life,General_Interactions,0
4519,pin down sb,C1,Daily_Life,General_Interactions,0
4520,pin on sb/sth,C2,Daily_Life,General_Interactions,0
4521,pin up sth,B2,Daily_Life,General_Interactions,0
4522,pitch in,B1,Daily_Life,General_Interactions,0
4523,play about,B2,Communication_Media_Arts,Speaking_Expressions,0
4524,play along,B2,Communication_Media_Arts,Speaking_Expressions,0
4525,play around,C1,Communication_Media_Arts,Speaking_Expressions,0
4526,play at sth,C1,Communication_Media_Arts,Speaking_Expressions,0
4527,play back sth,C2,Communication_Media_Arts,Speaking_Expressions,0
4528,play down sth,C2,Communication_Media_Arts,Speaking_Expressions,0
4529,play off,B1,Communication_Media_Arts,Speaking_Expressions,0
4530,play on sth,C1,Communication_Media_Arts,Speaking_Expressions,0
4531,play out,B1,Communication_Media_Arts,Speaking_Expressions,0
4532,play up,B1,Communication_Media_Arts,Speaking_Expressions,0
4533,play with sb/sth,C2,Communication_Media_Arts,Speaking_Expressions,0
4534,plough into sth,C2,Daily_Life,General_Interactions,0
4535,pluck up,B1,Daily_Life,General_Interactions,0
4536,plug in,B1,Daily_Life,General_Interactions,0
4537,plug into sth,C2,Daily_Life,General_Interactions,0
4538,point out sb/sth,C2,Daily_Life,General_Interactions,0
4539,point to sth,C1,Daily_Life,General_Interactions,0
4540,polish off sth,C2,Daily_Life,General_Interactions,0
4541,polish up sth,C2,Daily_Life,General_Interactions,0
4542,pop in,A2,Daily_Life,General_Interactions,0
